checkpoint_name	benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_error	eval_dir	reward_pred	fc_pred	guarded_reward	return_pred	hard_reduction_total_pred	hybrid_pred	bounded_residual_hybrid_pred	score_pred	pattern_pred	hard_reduction_sa0_pred	hard_reduction_sa1_pred
incumbent	i2c_aig	initial	hard_fault_recall_union	48	N639	observe	N639::observe	ok	5.999999999994898e-05	5.999999999994898e-05	0	0.94906	0.94906	163	163		autoresearch/oracle-action-probe-260629-smoke/evals/i2c_aig/initial/N639__observe	0.3285733461380005	0.003285733461380005	0.3285733461380005	0.38082849979400635	0.07266272604465485	7.9756744503974915	7.443623065948486	0.3285733461380005	0.5823734402656555	-0.20200638473033905	0.10210685431957245
bounded_best	b15_C	initial	cached_hard_cone	1	__buf_split_1	control0	__buf_split_1::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__control0	0.2648739218711853	0.002648739218711853	0.2239551991224289	0.2239551991224289	-0.06434640288352966	-5.945811167359352	-6.489414471200599	0.2648739218711853	0.3065983057022095	-0.12485504150390625	-0.01684686355292797
bounded_best	b15_C	initial	cached_hard_cone	2	__buf_split_1	control1	__buf_split_1::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__control1	0.2781575322151184	0.002781575322151184	0.23377731442451477	0.23377731442451477	-0.05738551542162895	-5.226616695523262	-5.795914763157008	0.2781575322151184	0.30893218517303467	-0.12495674192905426	-0.015015656128525734
bounded_best	b15_C	initial	cached_hard_cone	3	__buf_split_1	observe	__buf_split_1::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__observe	0.24225468933582306	0.0024225468933582305	0.20539213716983795	0.20539213716983795	-0.06980307400226593	-6.532660573720932	-7.030467032853112	0.24225468933582306	0.30715030431747437	-0.12431550025939941	-0.01922103948891163
bounded_best	b15_C	initial	cached_hard_cone	4	N16715	control0	N16715::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16715__control0	0.24328024685382843	0.002432802468538284	0.21200114488601685	0.21200114488601685	-0.0694417953491211	-6.488898143172264	-6.9951946343145215	0.24328024685382843	0.3052735924720764	-0.12313225865364075	-0.019473792985081673
bounded_best	b15_C	initial	cached_hard_cone	5	N16715	control1	N16715::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16715__control1	0.25845175981521606	0.0025845175981521608	0.2219485640525818	0.2219485640525818	-0.0628051608800888	-5.800115764141083	-6.33434580896763	0.25845175981521606	0.30565106868743896	-0.12354980409145355	-0.017735613510012627
bounded_best	b15_C	initial	cached_hard_cone	6	N16715	observe	N16715::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16715__observe	0.23834866285324097	0.0023834866285324095	0.20624816417694092	0.20624816417694092	-0.06915709376335144	-6.471112549304962	-6.965527251030761	0.23834866285324097	0.3070264458656311	-0.12397336959838867	-0.019482286646962166
bounded_best	b15_C	initial	cached_hard_cone	7	__buf_split_3	control0	__buf_split_3::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_3__control0	0.2648738622665405	0.0026487386226654052	0.2239551842212677	0.2239551842212677	-0.06434640288352966	-5.945811241865158	-6.489414462852089	0.2648738622665405	0.3065982460975647	-0.12485501170158386	-0.01684683747589588
bounded_best	b15_C	initial	cached_hard_cone	8	__buf_split_3	control1	__buf_split_3::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_3__control1	0.2781575322151184	0.002781575322151184	0.23377732932567596	0.23377732932567596	-0.05738551542162895	-5.226616680622101	-5.795914764826709	0.2781575322151184	0.30893224477767944	-0.12495671212673187	-0.01501564122736454
bounded_best	b15_C	initial	cached_hard_cone	9	__buf_split_3	observe	__buf_split_3::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_3__observe	0.24225471913814545	0.0024225471913814547	0.20539212226867676	0.20539212226867676	-0.06980305910110474	-6.532659068703651	-7.030465544406694	0.24225471913814545	0.30715030431747437	-0.12431548535823822	-0.019221054390072823
bounded_best	b15_C	initial	cached_hard_cone	10	N16717	control0	N16717::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16717__control0	0.24339188635349274	0.0024339188635349274	0.21170419454574585	0.21170419454574585	-0.06945711374282837	-6.490615293383598	-6.996705709272019	0.24339188635349274	0.3052206039428711	-0.12317453324794769	-0.01951342262327671
bounded_best	b15_C	initial	cached_hard_cone	11	N16717	control1	N16717::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16717__control1	0.25855398178100586	0.002585539817810059	0.2217971533536911	0.2217971533536911	-0.06283417344093323	-5.803066208958626	-6.337241553365994	0.25855398178100586	0.3056154251098633	-0.12358313798904419	-0.01776072196662426
bounded_best	b15_C	initial	cached_hard_cone	12	N16717	observe	N16717::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16717__observe	0.23850293457508087	0.0023850293457508085	0.2060232311487198	0.2060232311487198	-0.06920754909515381	-6.47622874379158	-6.970564866484436	0.23850293457508087	0.30690324306488037	-0.12395912408828735	-0.01946876384317875
bounded_best	b15_C	initial	cached_hard_cone	13	__buf_split_5	control0	__buf_split_5::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_5__control0	0.2648738622665405	0.0026487386226654052	0.2239551842212677	0.2239551842212677	-0.06434640288352966	-5.945811241865158	-6.489414462852089	0.2648738622665405	0.3065982460975647	-0.12485501170158386	-0.01684683747589588
bounded_best	b15_C	initial	cached_hard_cone	14	__buf_split_5	control1	__buf_split_5::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_5__control1	0.2781575322151184	0.002781575322151184	0.23377732932567596	0.23377732932567596	-0.05738551542162895	-5.226616680622101	-5.795914764826709	0.2781575322151184	0.30893224477767944	-0.12495671212673187	-0.01501564122736454
bounded_best	b15_C	initial	cached_hard_cone	15	__buf_split_5	observe	__buf_split_5::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_5__observe	0.24225471913814545	0.0024225471913814547	0.20539212226867676	0.20539212226867676	-0.06980305910110474	-6.532659068703651	-7.030465544406694	0.24225471913814545	0.30715030431747437	-0.12431548535823822	-0.019221054390072823
bounded_best	b15_C	initial	cached_hard_cone	16	N16719	control0	N16719::control0	ok	0.030510000000000037	0.030510000000000037	0	0.84815	0.84815	3526	3526		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16719__control0	0.24339185655117035	0.0024339185655117036	0.21170414984226227	0.21170414984226227	-0.06945711374282837	-6.490615367889404	-6.99670570092351	0.24339185655117035	0.3052206039428711	-0.12317453324794769	-0.01951342262327671
bounded_best	b15_C	initial	cached_hard_cone	17	N16719	control1	N16719::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16719__control1	0.25855404138565063	0.0025855404138565062	0.2217971682548523	0.2217971682548523	-0.06283414363861084	-5.803063154220581	-6.337238581482264	0.25855404138565063	0.30561548471450806	-0.123583123087883	-0.017760733142495155
bounded_best	b15_C	initial	cached_hard_cone	18	N16719	observe	N16719::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16719__observe	0.23850293457508087	0.0023850293457508085	0.20602324604988098	0.20602324604988098	-0.069207563996315	-6.476230219006538	-6.970566358270257	0.23850293457508087	0.30690330266952515	-0.12395912408828735	-0.019468756392598152
bounded_best	b15_C	initial	cached_hard_cone	19	__buf_split_7	control0	__buf_split_7::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_7__control0	0.2648738622665405	0.0026487386226654052	0.2239552140235901	0.2239552140235901	-0.06434638798236847	-5.945809721946716	-6.489412976075374	0.2648738622665405	0.3065982460975647	-0.12485501170158386	-0.016846848651766777
bounded_best	b15_C	initial	cached_hard_cone	20	__buf_split_7	control1	__buf_split_7::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_7__control1	0.27815747261047363	0.0027815747261047364	0.23377732932567596	0.23377732932567596	-0.057385485619306564	-5.226613759994507	-5.795911777915663	0.27815747261047363	0.30893218517303467	-0.12495671212673187	-0.015015678480267525
bounded_best	b15_C	initial	cached_hard_cone	21	__buf_split_7	observe	__buf_split_7::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_7__observe	0.24225465953350067	0.002422546595335007	0.20539213716983795	0.20539213716983795	-0.06980305910110474	-6.532659113407135	-7.030465539397588	0.24225465953350067	0.30715030431747437	-0.12431550025939941	-0.019221073016524315
bounded_best	b15_C	initial	cached_hard_cone	22	N16721	control0	N16721::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16721__control0	0.24339185655117035	0.0024339185655117036	0.21170414984226227	0.21170414984226227	-0.06945711374282837	-6.490615367889404	-6.99670570092351	0.24339185655117035	0.3052206039428711	-0.12317453324794769	-0.01951342262327671
bounded_best	b15_C	initial	cached_hard_cone	23	N16721	control1	N16721::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16721__control1	0.25855404138565063	0.0025855404138565062	0.2217971682548523	0.2217971682548523	-0.06283417344093323	-5.80306613445282	-6.337241561714503	0.25855404138565063	0.3056154251098633	-0.123583123087883	-0.01776072569191456
bounded_best	b15_C	initial	cached_hard_cone	24	N16721	observe	N16721::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16721__observe	0.23850293457508087	0.0023850293457508085	0.2060232311487198	0.2060232311487198	-0.06920754909515381	-6.47622874379158	-6.970564866484436	0.23850293457508087	0.30690324306488037	-0.12395912408828735	-0.01946876384317875
bounded_best	b15_C	initial	cached_hard_cone	25	__buf_split_9	control0	__buf_split_9::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_9__control0	0.2648738622665405	0.0026487386226654052	0.2239551693201065	0.2239551693201065	-0.06434641778469086	-5.945812746882439	-6.489415951298507	0.2648738622665405	0.3065983057022095	-0.12485502660274506	-0.01684684492647648
bounded_best	b15_C	initial	cached_hard_cone	26	__buf_split_9	control1	__buf_split_9::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_9__control1	0.2781575322151184	0.002781575322151184	0.2337772697210312	0.2337772697210312	-0.057385530322790146	-5.226618230342865	-5.795916248264021	0.2781575322151184	0.30893224477767944	-0.12495671212673187	-0.01501564122736454
bounded_best	b15_C	initial	cached_hard_cone	27	__buf_split_9	observe	__buf_split_9::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_9__observe	0.24225468933582306	0.0024225468933582305	0.20539209246635437	0.20539209246635437	-0.06980308890342712	-6.532662108540535	-7.030468517960125	0.24225468933582306	0.30715030431747437	-0.12431551516056061	-0.019221043214201927
bounded_best	b15_C	initial	cached_hard_cone	28	N16723	control0	N16723::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16723__control0	0.24339185655117035	0.0024339185655117036	0.21170416474342346	0.21170416474342346	-0.06945711374282837	-6.490615352988243	-6.996705702593212	0.24339185655117035	0.3052206039428711	-0.12317453324794769	-0.01951342262327671
bounded_best	b15_C	initial	cached_hard_cone	29	N16723	control1	N16723::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16723__control1	0.25855404138565063	0.0025855404138565062	0.2217971682548523	0.2217971682548523	-0.06283417344093323	-5.80306613445282	-6.337241561714503	0.25855404138565063	0.3056154251098633	-0.123583123087883	-0.01776072569191456
bounded_best	b15_C	initial	cached_hard_cone	30	N16723	observe	N16723::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16723__observe	0.23850293457508087	0.0023850293457508085	0.2060232311487198	0.2060232311487198	-0.06920754909515381	-6.47622874379158	-6.970564866484436	0.23850293457508087	0.30690324306488037	-0.12395912408828735	-0.01946876384317875
bounded_best	b15_C	initial	cached_hard_cone	31	__buf_split_11	control0	__buf_split_11::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_11__control0	0.2648738622665405	0.0026487386226654052	0.2239551991224289	0.2239551991224289	-0.06434641778469086	-5.945812717080116	-6.489415954637911	0.2648738622665405	0.30659836530685425	-0.12485501170158386	-0.016846822574734688
bounded_best	b15_C	initial	cached_hard_cone	32	__buf_split_11	control1	__buf_split_11::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_11__control1	0.27815741300582886	0.0027815741300582886	0.23377732932567596	0.23377732932567596	-0.05738552287220955	-5.22661754488945	-5.7959154965271535	0.27815741300582886	0.30893224477767944	-0.12495674192905426	-0.01501561887562275
bounded_best	b15_C	initial	cached_hard_cone	33	__buf_split_11	observe	__buf_split_11::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_11__observe	0.24225462973117828	0.0024225462973117826	0.20539207756519318	0.20539207756519318	-0.06980310380458832	-6.53266367316246	-7.030469999727735	0.24225462973117828	0.30715036392211914	-0.12431551516056061	-0.019221032038331032
bounded_best	b15_C	initial	cached_hard_cone	34	N16725	control0	N16725::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16725__control0	0.24339185655117035	0.0024339185655117036	0.21170414984226227	0.21170414984226227	-0.06945711374282837	-6.490615367889404	-6.99670570092351	0.24339185655117035	0.3052206039428711	-0.12317453324794769	-0.01951342262327671
bounded_best	b15_C	initial	cached_hard_cone	35	N16725	control1	N16725::control1	ok	0.030510000000000037	0.030510000000000037	0	0.84815	0.84815	3526	3526		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16725__control1	0.25855404138565063	0.0025855404138565062	0.2217971682548523	0.2217971682548523	-0.06283417344093323	-5.80306613445282	-6.337241561714503	0.25855404138565063	0.3056154251098633	-0.123583123087883	-0.01776072569191456
bounded_best	b15_C	initial	cached_hard_cone	36	N16725	observe	N16725::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16725__observe	0.23850293457508087	0.0023850293457508085	0.2060232311487198	0.2060232311487198	-0.06920754909515381	-6.47622874379158	-6.970564866484436	0.23850293457508087	0.30690324306488037	-0.12395912408828735	-0.01946876384317875
bounded_best	b15_C	initial	cached_hard_cone	37	__buf_split_13	control0	__buf_split_13::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_13__control0	0.2648738622665405	0.0026487386226654052	0.2239551544189453	0.2239551544189453	-0.06434641778469086	-5.9458127617836	-6.489415949628805	0.2648738622665405	0.3065982460975647	-0.12485502660274506	-0.01684684492647648
bounded_best	b15_C	initial	cached_hard_cone	38	__buf_split_13	control1	__buf_split_13::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_13__control1	0.2781575918197632	0.0027815759181976317	0.2337772697210312	0.2337772697210312	-0.057385530322790146	-5.22661817073822	-5.795916254942829	0.2781575918197632	0.30893224477767944	-0.12495671212673187	-0.01501564122736454
bounded_best	b15_C	initial	cached_hard_cone	39	__buf_split_13	observe	__buf_split_13::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_13__observe	0.24225468933582306	0.0024225468933582305	0.20539209246635437	0.20539209246635437	-0.06980308890342712	-6.532662108540535	-7.030468517960125	0.24225468933582306	0.30715030431747437	-0.12431551516056061	-0.019221043214201927
bounded_best	b15_C	initial	cached_hard_cone	40	N16727	control0	N16727::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16727__control0	0.24339188635349274	0.0024339188635349274	0.21170412003993988	0.21170412003993988	-0.06945708394050598	-6.4906123876571655	-6.996702720691271	0.24339188635349274	0.30522072315216064	-0.12317453324794769	-0.019513430073857307
bounded_best	b15_C	initial	cached_hard_cone	41	N16727	control1	N16727::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16727__control1	0.25855404138565063	0.0025855404138565062	0.2217971682548523	0.2217971682548523	-0.06283417344093323	-5.80306613445282	-6.337241561714503	0.25855404138565063	0.3056154251098633	-0.123583123087883	-0.01776072569191456
bounded_best	b15_C	initial	cached_hard_cone	42	N16727	observe	N16727::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16727__observe	0.23850290477275848	0.002385029047727585	0.20602326095104218	0.20602326095104218	-0.06920754909515381	-6.47622874379158	-6.970564866484436	0.23850290477275848	0.30690324306488037	-0.12395912408828735	-0.019468778744339943
bounded_best	b15_C	initial	cached_hard_cone	43	__buf_split_15	control0	__buf_split_15::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_15__control0	0.2648738622665405	0.0026487386226654052	0.2239551544189453	0.2239551544189453	-0.06434641778469086	-5.9458127617836	-6.489415949628805	0.2648738622665405	0.3065982460975647	-0.12485502660274506	-0.01684684492647648
bounded_best	b15_C	initial	cached_hard_cone	44	__buf_split_15	control1	__buf_split_15::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_15__control1	0.2781575322151184	0.002781575322151184	0.2337772697210312	0.2337772697210312	-0.057385530322790146	-5.226618230342865	-5.795916248264021	0.2781575322151184	0.30893224477767944	-0.12495671212673187	-0.01501564122736454
bounded_best	b15_C	initial	cached_hard_cone	45	__buf_split_15	observe	__buf_split_15::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_15__observe	0.24225468933582306	0.0024225468933582305	0.20539209246635437	0.20539209246635437	-0.06980308890342712	-6.532662108540535	-7.030468517960125	0.24225468933582306	0.30715030431747437	-0.12431551516056061	-0.019221043214201927
bounded_best	b15_C	initial	cached_hard_cone	46	N16729	control0	N16729::control0	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16729__control0	0.24339185655117035	0.0024339185655117036	0.21170414984226227	0.21170414984226227	-0.06945711374282837	-6.490615367889404	-6.99670570092351	0.24339185655117035	0.3052206039428711	-0.12317453324794769	-0.01951342262327671
bounded_best	b15_C	initial	cached_hard_cone	47	N16729	control1	N16729::control1	ok	0.030510000000000037	0.030510000000000037	0	0.84815	0.84815	3526	3526		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16729__control1	0.25855398178100586	0.002585539817810059	0.2217971533536911	0.2217971533536911	-0.06283417344093323	-5.803066208958626	-6.337241553365994	0.25855398178100586	0.3056154251098633	-0.12358313798904419	-0.01776072196662426
bounded_best	b15_C	initial	cached_hard_cone	48	N16729	observe	N16729::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N16729__observe	0.23850290477275848	0.002385029047727585	0.2060232311487198	0.2060232311487198	-0.06920754909515381	-6.476228773593903	-6.970564863145031	0.23850290477275848	0.30690324306488037	-0.12395912408828735	-0.019468771293759346
bounded_best	b15_C	initial	cached_stride	1	__buf_split_1	control0	__buf_split_1::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__control0	0.2648739218711853	0.002648739218711853	0.2239551991224289	0.2239551991224289	-0.06434640288352966	-5.945811167359352	-6.489414471200599	0.2648739218711853	0.3065983057022095	-0.12485504150390625	-0.01684686355292797
bounded_best	b15_C	initial	cached_stride	2	__buf_split_1	control1	__buf_split_1::control1	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__control1	0.2781575322151184	0.002781575322151184	0.23377731442451477	0.23377731442451477	-0.05738551542162895	-5.226616695523262	-5.795914763157008	0.2781575322151184	0.30893218517303467	-0.12495674192905426	-0.015015656128525734
bounded_best	b15_C	initial	cached_stride	3	__buf_split_1	observe	__buf_split_1::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_1__observe	0.24225468933582306	0.0024225468933582305	0.20539213716983795	0.20539213716983795	-0.06980307400226593	-6.532660573720932	-7.030467032853112	0.24225468933582306	0.30715030431747437	-0.12431550025939941	-0.01922103948891163
bounded_best	b15_C	initial	cached_stride	4	N17981	control0	N17981::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N17981__control0	0.2756608724594116	0.0027566087245941163	0.23041412234306335	0.23041412234306335	-0.05755883827805519	-5.249808833003044	-5.812590441854169	0.2756608724594116	0.30480527877807617	-0.12370991706848145	-0.014002380892634392
bounded_best	b15_C	initial	cached_stride	5	N17981	control1	N17981::control1	ok	0.030550000000000077	0.030550000000000077	0	0.84819	0.84819	3525	3525		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N17981__control1	0.2888715863227844	0.0028887158632278443	0.24190770089626312	0.24190770089626312	-0.051648762077093124	-4.634096920490265	-5.224350982188332	0.2888715863227844	0.31189221143722534	-0.12309670448303223	-0.007964352145791054
bounded_best	b15_C	initial	cached_stride	6	N17981	observe	N17981::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N17981__observe	0.25512832403182983	0.0025512832403182984	0.2149062305688858	0.2149062305688858	-0.06361708045005798	-5.891673490405083	-6.414376262860891	0.25512832403182983	0.3039865493774414	-0.12324045598506927	-0.016187505796551704
bounded_best	b15_C	initial	cached_stride	7	__buf_split_2536	control0	__buf_split_2536::control0	ok	0.028960000000000097	0.028960000000000097	0	0.8466	0.8466	3562	3562		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_2536__control0	0.24363009631633759	0.002436300963163376	0.2059410959482193	0.2059410959482193	-0.07111003994941711	-6.6614328026771545	-7.1613792562151675	0.24363009631633759	0.29610109329223633	-0.1281796544790268	-0.021573351696133614
bounded_best	b15_C	initial	cached_stride	8	__buf_split_2536	control1	__buf_split_2536::control1	ok	0.03266000000000013	0.03266000000000013	0	0.8503000000000001	0.8503000000000001	3476	3476		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_2536__control1	0.24084042012691498	0.0024084042012691496	0.20072822272777557	0.20072822272777557	-0.06942112743854523	-6.500544100999832	-6.991591305062867	0.24084042012691498	0.29618364572525024	-0.12878045439720154	-0.02358418144285679
bounded_best	b15_C	initial	cached_stride	9	__buf_split_2536	observe	__buf_split_2536::observe	ok	3.0000000000085514e-05	3.0000000000085514e-05	0	0.81767	0.81767	4234	4234		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/__buf_split_2536__observe	0.23960331082344055	0.0023960331082344055	0.1992996484041214	0.1992996484041214	-0.07024946808815002	-6.5860438495874405	-7.074126675374981	0.23960331082344055	0.3011978268623352	-0.12683230638504028	-0.02062702365219593
bounded_best	b15_C	initial	cached_stride	10	N11452	control0	N11452::control0	ok	0.030590000000000006	0.030590000000000006	0	0.8482299999999999	0.8482299999999999	3524	3524		autoresearch/oracle-action-probe-260629-smoke/evals/b15_C/initial/N11452__control0	0.3248786926269531	0.003248786926269531	0.2700484097003937	0.2700484097003937	-0.02455953136086464	-1.8610260337591171	-2.5226157887075957	0.3248786926269531	0.33175796270370483	-0.12254996597766876	0.03263173997402191
